# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 at p0at m_dot 
20.0 4.7619 161640.0 956.68 0.45333 -8334.7 -18519.0 0.0 22.309 1.8192 1.2576 24.727 2.6563 4.0 1.4352 1981.0 1780.4 203.124918373 1826.11436588 3795088.55438 0.000571721162861 2169.73244147 1.73448061145 
20.0 4.7619 4200000.0 1747.1 6.4503 -6751.5 -25318.0 0.0 22.309 2.1607 1.2084 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.1 4200000.0 0.0 0.0 0.0 
20.0 4.7619 2357600.0 1579.3 4.0054 -7109.2 -23892.0 0.0 22.309 2.1017 1.2156 1.7806 0.99998 1.0 0.68176 1542.3 845.7 157.221696157 1749.54173013 4198976.82525 0.00108778637219 4567.58976766 3.68545498944 
20.0 4.7619 169720.0 956.7 0.47599 -8334.7 -18501.0 0.0 22.309 1.8192 1.2576 24.727 2.6563 4.0 1.4352 1981.0 1780.4 203.127048075 1826.15254195 3984796.02481 0.000544502761989 2169.73244147 1.73446248153 
20.0 4.7619 4400000.0 1747.1 6.7573 -6751.5 -25288.0 0.0 22.309 2.1607 1.2084 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.1 4400000.0 0.0 0.0 0.0 
20.0 4.7619 2469800.0 1579.3 4.1961 -7109.3 -23865.0 0.0 22.309 2.1017 1.2156 1.7806 0.99998 1.0 0.68177 1542.3 845.7 157.221697542 1749.54173013 4398809.36673 0.00103835433428 4567.52277161 3.68540093228 
20.0 4.7619 177800.0 956.72 0.49865 -8334.7 -18485.0 0.0 22.309 1.8192 1.2576 24.727 2.6563 4.0 1.4352 1981.0 1780.4 203.129177166 1826.19071803 4174503.49523 0.000519758204527 2169.73244147 1.73444435217 
30.0 3.2258 3000000.0 1485.3 5.3818 -6878.1 -22386.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 3000000.0 0.0 0.0 0.0 
30.0 3.2258 1674200.0 1332.8 3.3469 -7186.3 -21102.0 0.0 22.154 1.9898 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.14 145.036906349 1487.73180254 2999058.2751 0.00150998478729 4528.53237159 3.96817898111 
30.0 3.2258 116540.0 774.95 0.40069 -8222.2 -16313.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.479238944 1558.26609672 2839879.27724 0.000763490798191 2168.22169614 1.8815375021 
30.0 3.2258 3200000.0 1485.3 5.7406 -6878.1 -22350.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 3200000.0 0.0 0.0 0.0 
30.0 3.2258 1785800.0 1332.8 3.57 -7186.3 -21070.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.14 145.036908806 1487.73180254 3198971.60893 0.00141562130747 4528.53237159 3.96817898111 
30.0 3.2258 124310.0 774.95 0.4274 -8222.2 -16295.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.479249427 1558.26609672 3029220.8079 0.000715768784661 2168.22169614 1.8815375021 
30.0 3.2258 3400000.0 1485.3 6.0993 -6878.1 -22316.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 3400000.0 0.0 0.0 0.0 
30.0 3.2258 1897400.0 1332.8 3.7931 -7186.3 -21040.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.14 145.036910974 1487.73180254 3398884.94276 0.00133235824332 4528.53237159 3.96817898111 
30.0 3.2258 132080.0 774.96 0.45411 -8222.2 -16277.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.480461842 1558.28620467 3218562.33857 0.000673661550736 2168.22169614 1.88152536248 
30.0 3.2258 3600000.0 1485.3 6.4581 -6878.1 -22284.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 3600000.0 0.0 0.0 0.0 
30.0 3.2258 2009000.0 1332.8 4.0163 -7186.3 -21011.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.14 145.036912901 1487.73180254 3598798.27659 0.00125834570975 4528.53237159 3.96817898111 
30.0 3.2258 139850.0 774.96 0.48082 -8222.2 -16261.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.480470064 1558.28620467 3407903.86924 0.000636233232901 2168.22169614 1.88152536248 
30.0 3.2258 3800000.0 1485.3 6.8169 -6878.1 -22254.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 3800000.0 0.0 0.0 0.0 
30.0 3.2258 2120700.0 1332.8 4.2394 -7186.3 -20984.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.14 145.036914627 1487.73180254 3798890.74424 0.00119206702074 4528.53237159 3.96817898111 
30.0 3.2258 147620.0 774.96 0.50753 -8222.2 -16245.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.480477421 1558.28620467 3597245.39991 0.000602745004885 2168.22169614 1.88152536248 
30.0 3.2258 4000000.0 1485.3 7.1756 -6878.1 -22226.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 4000000.0 0.0 0.0 0.0 
30.0 3.2258 2232300.0 1332.8 4.4625 -7186.3 -20959.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.15 145.036916179 1487.73180254 3998804.07807 0.00113247167983 4528.53237159 3.96817898111 
30.0 3.2258 155390.0 774.96 0.53425 -8222.2 -16230.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.480484042 1558.28620467 3786586.93058 0.000572605815182 2168.22169614 1.88152536248 
30.0 3.2258 4200000.0 1485.3 7.5344 -6878.1 -22198.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 4200000.0 0.0 0.0 0.0 
30.0 3.2258 2343900.0 1332.9 4.6856 -7186.3 -20934.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.15 145.042358542 1487.84342708 4198717.4119 0.00107855135922 4528.53237159 3.96803012322 
30.0 3.2258 163150.0 774.97 0.56096 -8222.2 -16216.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.481693182 1558.30631263 3975684.77845 0.000545370625934 2168.22169614 1.8815132231 
30.0 3.2258 4400000.0 1485.3 7.8932 -6878.1 -22173.0 0.0 22.154 2.0532 1.2237 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1485.3 4400000.0 0.0 0.0 0.0 
30.0 3.2258 2455500.0 1332.9 4.9087 -7186.3 -20911.0 0.0 22.154 1.9899 1.2325 1.7917 0.99998 1.0 0.68764 1422.4 785.15 145.042359818 1487.84342708 4398630.74573 0.00102953228706 4528.53237159 3.96803012322 
30.0 3.2258 170920.0 774.97 0.58767 -8222.2 -16202.0 0.0 22.154 1.7157 1.28 25.739 2.687 4.0 1.4362 1817.2 1639.8 186.481698629 1558.30631263 4165026.30912 0.000520578151306 2168.22169614 1.8815132231 
50.0 1.9608 3000000.0 1255.4 6.3303 -6982.3 -19698.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 3000000.0 0.0 0.0 0.0 
50.0 1.9608 1663600.0 1117.6 3.9434 -7246.2 -18566.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.30524327 1257.8588 2998873.54758 0.00149690769499 4489.03688968 4.28825091963 
50.0 1.9608 112030.0 623.54 0.47594 -8114.5 -14430.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.456331524 1317.77691943 2839584.104 0.000763198181916 2167.16542557 2.05097143781 
50.0 1.9608 3200000.0 1255.4 6.7523 -6982.3 -19667.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 3200000.0 0.0 0.0 0.0 
50.0 1.9608 1774500.0 1117.6 4.2063 -7246.2 -18538.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305245524 1257.8588 3198786.43314 0.00140335623634 4489.03688968 4.28825091963 
50.0 1.9608 119500.0 623.54 0.50767 -8114.5 -14415.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.456341138 1317.77691943 3028923.50645 0.000715490312302 2167.16542557 2.05097143781 
50.0 1.9608 3400000.0 1255.4 7.1743 -6982.3 -19639.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 3400000.0 0.0 0.0 0.0 
50.0 1.9608 1885400.0 1117.6 4.4692 -7246.2 -18513.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305247513 1257.8588 3398699.31871 0.0013208102479 4489.03688968 4.28825091963 
50.0 1.9608 126960.0 623.54 0.53939 -8114.5 -14401.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.45634961 1317.77691943 3218009.4425 0.000673449057341 2167.16542557 2.05097143781 
50.0 1.9608 3600000.0 1255.4 7.5964 -6982.3 -19612.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 3600000.0 0.0 0.0 0.0 
50.0 1.9608 1996300.0 1117.6 4.7321 -7246.2 -18489.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305249281 1257.8588 3598612.20427 0.00124743557651 4489.03688968 4.28825091963 
50.0 1.9608 134430.0 623.55 0.57112 -8114.5 -14387.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.45772399 1317.79805323 3407348.84496 0.000636026871383 2167.16542557 2.05095499181 
50.0 1.9608 3800000.0 1255.4 8.0184 -6982.3 -19586.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 3800000.0 0.0 0.0 0.0 
50.0 1.9608 2107200.0 1117.6 4.995 -7246.2 -18466.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305250863 1257.8588 3798525.08984 0.00118178418821 4489.03688968 4.28825091963 
50.0 1.9608 141900.0 623.55 0.60285 -8114.5 -14375.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.457730738 1317.79805323 3596688.24741 0.000602544695702 2167.16542557 2.05095499181 
50.0 1.9608 4000000.0 1255.4 8.4404 -6982.3 -19562.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 4000000.0 0.0 0.0 0.0 
50.0 1.9608 2218100.0 1117.6 5.2579 -7246.2 -18444.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305252287 1257.8588 3998437.9754 0.00112269764275 4489.03688968 4.28825091963 
50.0 1.9608 149370.0 623.55 0.63458 -8114.5 -14362.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.45773681 1317.79805323 3786027.64986 0.000572411410056 2167.16542557 2.05095499181 
50.0 1.9608 4200000.0 1255.4 8.8624 -6982.3 -19539.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 4200000.0 0.0 0.0 0.0 
50.0 1.9608 2329100.0 1117.6 5.5207 -7246.2 -18424.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305253576 1257.8588 4198531.12507 0.00106919223794 4489.03688968 4.28825091963 
50.0 1.9608 156840.0 623.55 0.66631 -8114.5 -14351.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.457742304 1317.79805323 3975367.05232 0.000545148510074 2167.16542557 2.05095499181 
50.0 1.9608 4400000.0 1255.4 9.2844 -6982.3 -19517.0 0.0 22.026 1.946 1.2407 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1255.4 4400000.0 0.0 0.0 0.0 
50.0 1.9608 2440000.0 1117.6 5.7836 -7246.2 -18404.0 0.0 22.026 1.8816 1.251 1.8033 1.0 1.0 0.69369 1307.2 726.46 133.305254747 1257.8588 4398444.01063 0.00102059657434 4489.03688968 4.28825091963 
50.0 1.9608 164310.0 623.55 0.69804 -8114.5 -14340.0 0.0 22.026 1.6309 1.3012 26.779 2.719 4.0 1.4369 1661.3 1504.8 170.457747299 1317.79805323 4164706.45477 0.000520364508064 2167.16542557 2.05095499181 
70.0 1.4085 3000000.0 1150.3 6.8911 -7027.8 -18497.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 3000000.0 0.0 0.0 0.0 
70.0 1.4085 1658100.0 1019.7 4.2968 -7271.1 -17438.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550819048 1152.617895 2998743.11992 0.0014902914219 4469.00114811 4.46631754584 
70.0 1.4085 109880.0 557.54 0.52077 -8062.8 -13622.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638014448 1206.4548777 2842715.71248 0.000762145259481 2166.56230432 2.14589774735 
70.0 1.4085 3200000.0 1150.3 7.3505 -7027.8 -18469.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 3200000.0 0.0 0.0 0.0 
70.0 1.4085 1768700.0 1019.7 4.5832 -7271.1 -17413.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550821204 1152.617895 3198767.84042 0.00139710081227 4469.00114811 4.46631754584 
70.0 1.4085 117210.0 557.54 0.55549 -8062.8 -13608.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638023628 1206.4548777 3032350.82508 0.000714482732802 2166.56230432 2.14589774735 
70.0 1.4085 3400000.0 1150.3 7.8099 -7027.8 -18442.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 3400000.0 0.0 0.0 0.0 
70.0 1.4085 1879200.0 1019.7 4.8697 -7271.1 -17389.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550823104 1152.617895 3398611.70674 0.0013149490244 4469.00114811 4.46631754584 
70.0 1.4085 124530.0 557.54 0.59021 -8062.8 -13595.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638031717 1206.4548777 3221727.22675 0.000672484711409 2166.56230432 2.14589774735 
70.0 1.4085 3600000.0 1150.3 8.2693 -7027.8 -18418.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 3600000.0 0.0 0.0 0.0 
70.0 1.4085 1989800.0 1019.7 5.1561 -7271.1 -17367.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550824795 1152.617895 3598636.42725 0.00124185958722 4469.00114811 4.46631754584 
70.0 1.4085 131860.0 557.54 0.62493 -8062.8 -13583.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638038917 1206.4548777 3411362.33935 0.000635101783041 2166.56230432 2.14589774735 
70.0 1.4085 3800000.0 1150.3 8.7287 -7027.8 -18394.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 3800000.0 0.0 0.0 0.0 
70.0 1.4085 2100300.0 1019.7 5.4426 -7271.1 -17346.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550826307 1152.617895 3798480.29357 0.0011765234522 4469.00114811 4.46631754584 
70.0 1.4085 139190.0 557.54 0.65965 -8062.8 -13572.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638045359 1206.4548777 3600997.45195 0.000601656161447 2166.56230432 2.14589774735 
70.0 1.4085 4000000.0 1150.3 9.1881 -7027.8 -18372.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 4000000.0 0.0 0.0 0.0 
70.0 1.4085 2210900.0 1019.7 5.729 -7271.1 -17327.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550827669 1152.617895 3998505.01407 0.00111766801151 4469.00114811 4.46631754584 
70.0 1.4085 146510.0 557.54 0.69436 -8062.8 -13561.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638051149 1206.4548777 3790373.85362 0.000571595939607 2166.56230432 2.14589774735 
70.0 1.4085 4200000.0 1150.3 9.6476 -7027.8 -18350.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 4200000.0 0.0 0.0 0.0 
70.0 1.4085 2321400.0 1019.7 6.0155 -7271.1 -17308.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550828899 1152.617895 4198348.88039 0.00106446635938 4469.00114811 4.46631754584 
70.0 1.4085 153840.0 557.54 0.72908 -8062.8 -13551.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638056395 1206.4548777 3980008.96622 0.000544361161673 2166.56230432 2.14589774735 
70.0 1.4085 4400000.0 1150.3 10.107 -7027.8 -18330.0 0.0 21.97 1.8934 1.2498 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1150.3 4400000.0 0.0 0.0 0.0 
70.0 1.4085 2431900.0 1019.7 6.302 -7271.1 -17290.0 0.0 21.97 1.8301 1.2607 1.8092 1.0 1.0 0.6968 1250.8 697.5 127.550830018 1152.617895 4398192.74672 0.00101609943117 4469.00114811 4.46631754584 
70.0 1.4085 161160.0 557.54 0.7638 -8062.8 -13541.0 0.0 21.97 1.5949 1.3111 27.301 2.7354 4.0 1.4373 1585.4 1438.7 162.638061157 1206.4548777 4169385.36789 0.000519635896698 2166.56230432 2.14589774735 
90.0 1.0989 3000000.0 1090.0 7.2622 -7053.3 -17816.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 3000000.0 0.0 0.0 0.0 
90.0 1.0989 1654800.0 963.73 4.5308 -7284.7 -16800.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122190219 1092.195209 2998711.56747 0.00148627572914 4456.91222144 4.58013570431 
90.0 1.0989 108640.0 520.69 0.55054 -8032.5 -13174.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996390845 1142.29433482 2845803.52224 0.000761212379082 2166.26086957 2.20683605539 
90.0 1.0989 3200000.0 1090.0 7.7463 -7053.3 -17789.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 3200000.0 0.0 0.0 0.0 
90.0 1.0989 1765100.0 963.73 4.8329 -7284.7 -16777.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122192314 1092.195209 3198589.42939 0.00139339928423 4456.91222144 4.58013570431 
90.0 1.0989 115880.0 520.69 0.58724 -8032.5 -13161.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996399752 1142.29433482 3035453.90425 0.000713653027817 2166.26086957 2.20683605539 
90.0 1.0989 3400000.0 1090.0 8.2304 -7053.3 -17764.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 3400000.0 0.0 0.0 0.0 
90.0 1.0989 1875500.0 963.73 5.1349 -7284.7 -16755.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122194165 1092.195209 3398648.50423 0.00131137780677 4456.91222144 4.58013570431 
90.0 1.0989 123130.0 520.69 0.62395 -8032.5 -13149.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996407622 1142.29433482 3225366.23429 0.000671632525489 2166.26086957 2.20683605539 
90.0 1.0989 3600000.0 1090.0 8.7146 -7053.3 -17741.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 3600000.0 0.0 0.0 0.0 
90.0 1.0989 1985800.0 963.73 5.437 -7284.7 -16734.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122195808 1092.195209 3598526.36614 0.00123853815922 4456.91222144 4.58013570431 
90.0 1.0989 130370.0 520.69 0.66065 -8032.5 -13138.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996414608 1142.29433482 3415016.6163 0.000634333917799 2166.26086957 2.20683605539 
90.0 1.0989 3800000.0 1090.0 9.1987 -7053.3 -17718.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 3800000.0 0.0 0.0 0.0 
90.0 1.0989 2096100.0 963.73 5.739 -7284.7 -16714.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122197279 1092.195209 3798404.22805 0.00117336437984 4456.91222144 4.58013570431 
90.0 1.0989 137610.0 520.69 0.69735 -8032.5 -13127.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996420858 1142.29433482 3604666.9983 0.000600960052783 2166.26086957 2.20683605539 
90.0 1.0989 4000000.0 1090.0 9.6829 -7053.3 -17697.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 4000000.0 0.0 0.0 0.0 
90.0 1.0989 2206400.0 963.73 6.0411 -7284.7 -16695.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122198602 1092.195209 3998282.08997 0.00111470679686 4456.91222144 4.58013570431 
90.0 1.0989 144850.0 520.69 0.73406 -8032.5 -13117.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996426484 1142.29433482 3794317.38031 0.000570922422254 2166.26086957 2.20683605539 
90.0 1.0989 4200000.0 1090.0 10.167 -7053.3 -17677.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 4200000.0 0.0 0.0 0.0 
90.0 1.0989 2316700.0 963.73 6.3431 -7284.7 -16677.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122199799 1092.195209 4198159.95188 0.0010616346858 4456.91222144 4.58013570431 
90.0 1.0989 152100.0 520.69 0.77076 -8032.5 -13107.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996431581 1142.29433482 3984229.71035 0.00054370882882 2166.26086957 2.20683605539 
90.0 1.0989 4400000.0 1090.0 10.651 -7053.3 -17658.0 0.0 21.939 1.8625 1.2555 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1090.0 4400000.0 0.0 0.0 0.0 
90.0 1.0989 2427100.0 963.73 6.6452 -7284.7 -16660.0 0.0 21.939 1.8003 1.2666 1.8129 1.0 1.0 0.69869 1217.2 680.17 124.122200889 1092.195209 4398219.02672 0.00101334476395 4456.91222144 4.58013570431 
90.0 1.0989 159340.0 520.69 0.80746 -8032.5 -13098.0 0.0 21.939 1.5754 1.3168 27.614 2.7453 4.0 1.4375 1540.4 1399.4 157.996436208 1142.29433482 4173880.09236 0.000519004097298 2166.26086957 2.20683605539 
99.0 1.0 3000000.0 1070.5 7.3911 -7061.5 -17597.0 0.0 21.929 1.8523 1.2574 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1070.5 3000000.0 0.0 0.0 0.0 
99.0 1.0 1653700.0 945.67 4.6122 -7288.9 -16596.0 0.0 21.929 1.7906 1.2686 1.8141 1.0 1.0 0.69931 1206.1 674.44 122.99316548 1072.673481 2998728.84978 0.00148494945649 4452.96077562 4.61905720226 
99.0 1.0 108240.0 508.95 0.5609 -8022.6 -13031.0 0.0 21.929 1.5693 1.3186 27.717 2.7485 4.0 1.4376 1525.6 1386.4 156.46653787 1121.41655354 2846773.8008 0.000760899999513 2166.11018364 2.22768896854 
99.0 1.0 3200000.0 1070.5 7.8838 -7061.5 -17571.0 0.0 21.929 1.8523 1.2574 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1070.5 3200000.0 0.0 0.0 0.0 
99.0 1.0 1764000.0 945.67 4.9196 -7288.9 -16573.0 0.0 21.929 1.7906 1.2686 1.8141 1.0 1.0 0.69931 1206.1 674.44 122.993167558 1072.673481 3198740.81817 0.00139209802505 4452.96077562 4.61905720226 
99.0 1.0 115450.0 508.95 0.5983 -8022.6 -13019.0 0.0 21.929 1.5693 1.3186 27.717 2.7485 4.0 1.4376 1525.6 1386.4 156.466546686 1121.41655354 3036400.91742 0.00071338082241 2166.11018364 2.22768896854 
99.0 1.0 3400000.0 1070.5 8.3766 -7061.5 -17546.0 0.0 21.929 1.8523 1.2574 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1070.5 3400000.0 0.0 0.0 0.0 
99.0 1.0 1874200.0 945.67 5.2271 -7288.9 -16551.0 0.0 21.929 1.7906 1.2686 1.8141 1.0 1.0 0.69931 1206.1 674.44 122.993169389 1072.673481 3398571.45205 0.00131024485977 4452.96077562 4.61905720226 
99.0 1.0 122670.0 508.95 0.63569 -8022.6 -13007.0 0.0 21.929 1.5693 1.3186 27.717 2.7485 4.0 1.4376 1525.6 1386.4 156.466554477 1121.41655354 3226291.03976 0.000671393298665 2166.11018364 2.22768896854 
99.0 1.0 3600000.0 1070.5 8.8693 -7061.5 -17523.0 0.0 21.929 1.8523 1.2574 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1070.5 3600000.0 0.0 0.0 0.0 
99.0 1.0 1984500.0 945.67 5.5346 -7288.9 -16531.0 0.0 21.929 1.7906 1.2686 1.8141 1.0 1.0 0.69931 1206.1 674.44 122.993171018 1072.673481 3598583.42044 0.00123742046671 4452.96077562 4.61905720226 
99.0 1.0 129890.0 508.95 0.67308 -8022.6 -12996.0 0.0 21.929 1.5693 1.3186 27.717 2.7485 4.0 1.4376 1525.6 1386.4 156.466561401 1121.41655354 3416181.1621 0.000634073569538 2166.11018364 2.22768896854 
99.0 1.0 3800000.0 1070.5 9.3621 -7061.5 -17501.0 0.0 21.929 1.8523 1.2574 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1070.5 3800000.0 0.0 0.0 0.0 
99.0 1.0 2094700.0 945.67 5.8421 -7288.9 -16511.0 0.0 21.929 1.7906 1.2686 1.8141 1.0 1.0 0.69931 1206.1 674.44 122.993172474 1072.673481 3798414.05432 0.00117232105609 4452.96077562 4.61905720226 
99.0 1.0 137100.0 508.95 0.71048 -8022.6 -12986.0 0.0 21.929 1.5693 1.3186 27.717 2.7485 4.0 1.4376 1525.6 1386.4 156.466567588 1121.41655354 3605808.27873 0.000600728052132 2166.11018364 2.22768896854 
